,name,description,id
4894,Topshop Tokyo Glossy Tote - Red,"Sleek and roomy, this on-the-go bag holds all of your essentials while keeping you chic. Style Name: Topshop Tokyo Glossy Tote. Style Number: 5761711. Available in stores.",60
4895,Staud Shirley Transparent Tote - Black,A structured tote gets a street-chic update with an of-the-moment transparent shell paired with a removable zip pouch in croc-embossed leather. Style Name: Staud Shirley Transparent Tote. Style Number: 5754847. Available in stores.,60
4896,Eartha Iconic Jumbo Double Handle,"Taking inspiration from the needs of a modern-day New Yorker, Zac Posen presents a selection of signature silhouettes for his ZAC Zac Posen collection that balances fashion with function. The 鈥楨artha Iconic鈥?is a classic style from the designer, seen here in a jumbo double handle variation. It has been crafted from versatile beige calf leather, boasting a slouchy structure with a spacious interior that鈥檚 perfect for everyday use. It features a secure zip top fastening, a front hinge-lock, an internal slip pocket, a handy rear pouch and standout gold-tone hardware. Carry it in-hand using the double handles or swing it over your shoulder from the thin optional strap during busy hours.",60
4897,Longchamp Le Pliage 21-Inch Expandable Travel Bag - Green,"A zip inset expands and contracts a durable, water-resistant nylon travel bag trimmed with rich brown leather. Style Name: Longchamp Le Pliage 21-Inch Expandable Travel Bag. Style Number: 226466. Available in stores.",60
4898,Day & Mood Fara Shopper,The Day & Mood fara shopper is an oversized tote that feels as luxurious as it looks. Its spacious interior and effortless boho vibe make it the perfect everyday bag.,60
4899,Dooney & Bourke Dallas Cowboys Doodle Wren Zip Tote,This Dooney & Bourke Nfl Doodle Wren Zip tote lets you manage all your everyday necessities while looking fabulous and representing your favorite team.,60
4900,embossed v tote,Grey nubuck leather embossed v tote from Valas.,60
4901,Marc Jacobs Redux Grunge Translucent Tote - Purple,"Artwork by underground comic Robert Crumb amplifies the throwback appeal of a translucent tote topped with slim handles. Part of the Redux Grunge Collection, a reissue of styles and looks that made their haute-couture debut during Marc Jacobs' daring and infamous introduction of grunge to the catwalk in 1993. Style Name: Marc Jacobs Redux Grunge Translucent Tote. Style Number: 5708453. Available in stores.",60
4902,Padlock GG Supreme top handle bag,"A small structured top handle bag with a key lock closure pulled straight from the archives, the key is placed in a leather key case. The shoulder strap is attached to the top handle for a simpler look that echoes a briefcase. Beige/ebony GG Supreme canvas, a material with low environmental impact, with black and brown leather detail. Gold toned hardware. Interior zip and smartphone pockets. Exterior back pocket, one side gusset. Top handle with 8cm drop. Detachable shoulder strap with 55cm drop attached to the handle. Lock closure. Small size: W28cm x H19cm x D11cm. Microfiber lining with a suede-like finish. Made in Italy.",60
4903,Longchamp Le Pliage Club Tote - Pink,Contrast logo embroidery adds extra finesse to this sleek shoulder tote. Style Name: Longchamp Le Pliage Club Tote. Style Number: 5621068. Available in stores.,60
4904,Falabella tote,"As always, Stella McCartney fashions contemporary offerings for the modern woman without eschewing the ethical ambitions that the brand was built on. Crafted in Italy from artificial leather, this Falabella tote from Stella McCartney features top handles, a silver-tone chain trim, a silver-tone logo plaque, a silver-tone chain shoulder strap, a top snap closure, an internal zipped pocket, an internal logo stamp and a logo printed lining.",60
4905,Vera Bradley Georgia Bulldogs Tote,Your Georgia Bulldogs spirit has never looked better with this Vera Bradley Tote bag.,60
4906,Vara quilted tote,"Salvatore Ferragamo is famous for classical Florentine leather craftsmanship and beautifully timeless ready-to wear items. Crafted in Italy, this nude pink leather Vara quilted tote from Salvatore Ferragamo features a bow detail, a shoulder strap, a quilted effect and an interior zipped compartment.",60
4907,Trademark Cooper Cage Leather & Nylon Tote - Black,"Smooth leather bands weave across nylon canvas for a chic caged effect, while the tote's structured base means the bag stays standing when you put it down. Style Name: Trademark Cooper Cage Leather & Nylon Tote. Style Number: 5697962. Available in stores.",60
4908,Topshop Freddy Faux Fur Tote Bag -,"Impossibly chic, this plush faux-fur bag holds all of your essentials (but let's face it, you'd carry it even if it were empty). Style Name: Topshop Freddy Faux Fur Tote Bag. Style Number: 5776677. Available in stores.",60
4909,Marc Jacobs The Grind East/west Leather Shopper - Blue,Contrast topstitching and gilt logo hardware add sophisticated polish to a leather shopper featuring a diagonally oriented center zip divider for an offbeat take on a classic style. Style Name: Marc Jacobs The Grind East/west Leather Shopper. Style Number: 5427678. Available in stores.,60
4910,Lacoste L.12.12 Concept Vertical Shopping Tote Bag,Sports inspiration infuses this tote bag with energy. Vertical design make it easy to carry all of your daily essentials.,60
4911,Frye Melissa Leather Shopper - Brown,"Richly textured and oiled leather adds a refined, timeless quality to a spacious shopper that channels sophisticated around-town style. Style Name: Frye Melissa Leather Shopper. Style Number: 5388383. Available in stores.",60
4912,Frances Valentine Trixie Leather Tote - Beige,"An oversized bow brings a feminine flourish to a capacious leather tote topped with slim over-the-shoulder handles. Interior pockets help keep small items organized, while the flat base with logo-etched feet keep the bag from tipping over when you set it down. Style Name: Frances Valentine Trixie Leather Tote. Style Number: 5768771. Available in stores.",60
4913,Capriccio tote,This statement black leather Capriccio tote from Furla is just what you need to accompany your off-duty wardrobe this season. This Furla flap tote features a top handle and a foldover top with clasp closure.,60
4914,Double T medium satchel,"It may feel like the dress themes of the 1970s return to fashion鈥檚 forefront time and again, but the beauty of such recurring favour is that adding a few of the era鈥檚 key pieces to your closet is a sound style investment. This Double T medium satchel from Tod鈥檚 offers a masterclass in 70s inspiration combined with the brand鈥檚 exquisite craftsmanship. The streamlined, subtly rounded silhouette is expertly crafted from the finest Italian leather in a light grey hue that's framed by contrasting red trims for a distinctly modern appeal. Detailed with the iconic buckle fastening - the distinctive signature of the Double T family - this casually chic piece boasts a top zip closure, a sumptuous burgundy interior, a logo-embossed internal zipped pocket, as well as a neat back slip pockets for organizing choice. Carry yours using the round top handle or optional shoulder strap.",60
4915,Nine West Maisie Tote,"The maisie tote has 3 compartments with 1 slit pocket on the back wall of the interior, a zipper closure and mag snap closure on the two outside compartments. The exterior has a pin letter logo with ring details on the straps.",60
4916,small Sac de Jour tote,"Saint Laurent鈥檚 coveted Sac de Jour tote is presented for the new season in grey crocodile embossed leather. Made in Italy to the house鈥檚 exacting standards, it features two rounded top handles, a detachable and adjustable shoulder strap and a central embossed logo stamp. The open top design reveals a spacious inner, which comes complete with a Saint Laurent embossed logo plaque and features accordion pleats and compression side tabs. Heavily influenced by the label鈥檚 original and iconic Sac de Jour tote, this charming version is presented in the label鈥檚 small size.",60
4917,Amy tote,"Salvatore Ferragamo is famous for classical Florentine leather craftsmanship and beautifully timeless ready-to wear items. Crafted in Italy, this black calf leather Amy tote from Salvatore Ferragamo features a top handle, a top zip fastening, a front zip compartment, a shoulder strap and gold-tone hardware.",60
4918,Lacoste L.12.12 Concept L Shopping Tote Bag,Sports inspiration infuses this tote bag with energy. Long handles and an interior net pocket provide a practical touch. Shopping just got easier.,60
